match_id,blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_team_won
EUW1_7394411022,Aatrox,Bard,Hwei,MonkeyKing,Vayne,Caitlyn,Elise,Mordekaiser,Naafiri,Zoe,0
EUW1_7394456347,Ashe,Lillia,Lux,Mel,Sion,JarvanIV,Kayn,Rell,Varus,Xerath,0
EUW1_7395126292,Ahri,Jax,Lux,Shen,Tristana,Annie,Leona,Nunu,Quinn,Twitch,0
EUW1_7395166880,Ahri,Alistar,Riven,Samira,Vi,Annie,Galio,Lux,MissFortune,Shen,1
EUW1_7395372270,Ekko,Jhin,Karma,Nautilus,Riven,Corki,Galio,Nami,Vladimir,Warwick,1
EUW1_7395399965,Diana,Hecarim,Nami,Xayah,Yorick,Akali,Kayn,Leblanc,Sett,Vayne,0
EUW1_7395427592,Aatrox,Rell,Talon,Udyr,Xayah,Fiora,Ivern,Poppy,Samira,Taliyah,0
EUW1_7395445286,Annie,Ashe,Kayn,Lux,Shen,Jhin,Mel,Pantheon,Viego,Yasuo,1
EUW1_7395470685,Jhin,Naafiri,Nasus,Thresh,Zoe,Nautilus,Pantheon,Rumble,Taliyah,Zed,1
EUW1_7395512290,Azir,DrMundo,MissFortune,Rakan,Sion,Ambessa,Ashe,Braum,Ivern,Yone,0
EUW1_7395545009,Akshan,Hecarim,Kaisa,Leblanc,Rumble,Khazix,KogMaw,Riven,Swain,Yasuo,1
EUW1_7395633470,Ashe,Aurora,Kayn,Naafiri,Seraphine,DrMundo,JarvanIV,Riven,Smolder,Taliyah,1
EUW1_7395679971,Akali,Ezreal,Pantheon,Rell,Riven,Ashe,Ekko,Janna,Jayce,Yone,0
EUW1_7395954540,Gnar,Leona,Lillia,Talon,Xayah,Ahri,Neeko,Riven,Varus,Vi,1
EUW1_7395980041,Brand,Irelia,Nasus,Rell,Vi,Akshan,Braum,Ekko,Lucian,Volibear,1
EUW1_7396239916,Ahri,Ezreal,Nautilus,Sion,Viego,Jhin,Karma,Ryze,Sylas,Zed,1
EUW1_7396284218,Darius,Jhin,Rell,Sylas,Viego,Ahri,Ambessa,Bard,Lucian,MonkeyKing,0
EUW1_7396295513,Gragas,Kayn,Neeko,Quinn,Viktor,Annie,Ashe,Swain,Tryndamere,Volibear,0
EUW1_7396336257,Ahri,Jhin,Karma,Kindred,Renekton,DrMundo,Ekko,Elise,Ezreal,Gnar,1
EUW1_7396387498,Annie,Jhin,Talon,Teemo,Zyra,Malphite,Mel,Nami,Xerath,Zed,0
EUW1_7396424169,Annie,Kaisa,Shaco,Urgot,Yorick,Ashe,DrMundo,MonkeyKing,Soraka,Veigar,1
EUW1_7396606408,Braum,Irelia,Ivern,Jinx,Taliyah,Azir,Blitzcrank,Jayce,MissFortune,Vi,0
EUW1_7396745431,Kaisa,Kayle,Thresh,Tryndamere,Udyr,Caitlyn,Lissandra,Quinn,Seraphine,Yorick,1
EUW1_7397188794,Aatrox,Lucian,Nami,Pantheon,Taliyah,Jhin,Karma,Mel,Skarner,Trundle,1
EUW1_7397220447,Akali,Bard,Jayce,Pantheon,Zeri,DrMundo,Irelia,Mel,Nami,Yone,1
EUW1_7398404040,Alistar,Fizz,Kayn,Singed,Smolder,Gangplank,Gragas,Samira,Sejuani,Swain,1
EUW1_7398662813,Annie,Lucian,Mordekaiser,Nami,Shaco,Fiora,Lux,Pyke,Sylas,Vayne,1
EUW1_7399118614,Annie,Braum,DrMundo,Ezreal,Tryndamere,Gragas,Shaco,TahmKench,Tristana,XinZhao,1
EUW1_7399148137,FiddleSticks,LeeSin,Poppy,Warwick,Xayah,Akali,Janna,JarvanIV,Jinx,Shen,1
EUW1_7399253602,Annie,Gangplank,Morgana,Pantheon,Xayah,FiddleSticks,MasterYi,MissFortune,Renekton,Sylas,0
EUW1_7399291364,Braum,Gnar,Kaisa,Viego,Zoe,Draven,Janna,Malphite,Nunu,Viktor,0
EUW1_7399334557,Annie,DrMundo,JarvanIV,Rakan,Samira,Lux,Shen,Smolder,TwistedFate,Viego,0
EUW1_7399375798,Graves,Jhin,Malphite,Viego,Xerath,Caitlyn,DrMundo,JarvanIV,Lux,Milio,0
EUW1_7399407256,Aphelios,JarvanIV,Jayce,Pyke,Sylas,Cassiopeia,Diana,Janna,Sivir,Urgot,1
EUW1_7399446528,KSante,Kayle,MissFortune,Viego,Zyra,Camille,Janna,JarvanIV,TwistedFate,Twitch,1
EUW1_7399489038,Ezreal,MonkeyKing,Sett,Soraka,Vex,Annie,Caitlyn,Janna,Malphite,Udyr,0
EUW1_7399576509,Kled,Milio,MissFortune,Sylas,Vi,Caitlyn,Diana,Mordekaiser,Pyke,Trundle,0
EUW1_7399740725,Heimerdinger,Pyke,Talon,Tristana,Vi,Darius,Jinx,Shen,Sylas,Thresh,0
EUW1_7399771800,Orianna,Sejuani,Shen,Sivir,Thresh,Ahri,Kayle,Lillia,Morgana,Varus,0
EUW1_7399953286,Caitlyn,Fizz,Lillia,Mel,Ornn,Annie,Nocturne,Taric,Vayne,Xerath,1
EUW1_7400451910,Kennen,Leona,MissFortune,Talon,Yorick,Ekko,Gangplank,Kaisa,Lux,Tryndamere,0
EUW1_7400517575,Gangplank,Lillia,MissFortune,Nami,Veigar,Amumu,Draven,Irelia,Lux,Yone,0
EUW1_7401409965,Hecarim,Kennen,Lucian,Nami,Qiyana,Elise,Lux,Ornn,Sivir,Yuumi,1
EUW1_7401762335,AurelionSol,Azir,Diana,Ryze,Smolder,Blitzcrank,Fiora,Karthus,Viktor,Zeri,0
EUW1_7401941379,Ekko,Hwei,Smolder,Vayne,Yuumi,Garen,Jhin,Pantheon,Xerath,Zyra,0
EUW1_7402027911,Annie,Aphelios,JarvanIV,Riven,Senna,Janna,Jinx,Naafiri,Sion,Vex,1
EUW1_7402039529,Annie,Irelia,JarvanIV,Kaisa,Sion,Hecarim,Shen,Thresh,Vayne,Zoe,1
EUW1_7402045034,Brand,Hwei,JarvanIV,Samira,Sion,Ahri,Gangplank,Pantheon,Sivir,Swain,0
EUW1_7402062162,Brand,JarvanIV,MissFortune,Sylas,Vladimir,Ambessa,Braum,Xayah,Zed,Ziggs,1
EUW1_7402107297,Annie,Blitzcrank,Garen,Jhin,MasterYi,Caitlyn,Camille,JarvanIV,KogMaw,Leona,1
EUW1_7402129427,Ezreal,Khazix,Senna,Singed,Viktor,Garen,Hwei,JarvanIV,Lucian,Orianna,1
EUW1_7402144566,Diana,Ezreal,Gnar,Janna,JarvanIV,Aphelios,Briar,Darius,Soraka,Viktor,1
EUW1_7402166151,Caitlyn,Diana,Fiora,Pantheon,Seraphine,Aphelios,Kindred,Morgana,Ornn,Swain,1
EUW1_7402167581,JarvanIV,Malphite,Senna,Smolder,TwistedFate,MonkeyKing,Olaf,Sivir,Thresh,Xerath,0
EUW1_7402195044,Aphelios,AurelionSol,JarvanIV,Leblanc,Smolder,Corki,Jayce,Kennen,Rakan,Volibear,1
EUW1_7402216174,Kindred,Lissandra,Rakan,Vayne,Zeri,Ahri,Darius,Ekko,Rell,Samira,1
EUW1_7402241999,JarvanIV,Kaisa,Karma,Sylas,Teemo,Ekko,Ezreal,Galio,Leona,Malphite,1
EUW1_7402268368,Ahri,Galio,JarvanIV,MissFortune,Twitch,Braum,Diana,Jinx,Rumble,Yone,0
EUW1_7402306690,Amumu,Mel,Mordekaiser,Nami,Yasuo,Braum,DrMundo,JarvanIV,Teemo,Vayne,1
EUW1_7402307962,Amumu,Braum,Kassadin,Vayne,Warwick,Ekko,Ezreal,Malzahar,Milio,Yone,0
EUW1_7402309264,AurelionSol,Ezreal,Karma,Mordekaiser,Shaco,Ashe,JarvanIV,Jinx,Malzahar,Sett,1
EUW1_7402470056,Ahri,Ekko,Jinx,Karma,Kayle,Evelynn,Jhin,Quinn,Yone,Zyra,0
EUW1_7402591576,Caitlyn,DrMundo,Ekko,Sion,Yasuo,Annie,Darius,Leona,MasterYi,Xayah,1
EUW1_7402676677,Ekko,Janna,Jhin,Renekton,Zed,Galio,Gangplank,Khazix,Senna,Sona,1
EUW1_7402705917,Ahri,Ashe,Diana,Teemo,Trundle,Aatrox,Elise,Smolder,Thresh,Xerath,1
EUW1_7402761413,Janna,Shen,Sylas,Talon,Varus,Alistar,Kalista,Kassadin,Vladimir,XinZhao,1
EUW1_7402769060,Azir,Ezreal,Kayn,Nautilus,Sett,Gangplank,Garen,Shen,Shyvana,Smolder,0
EUW1_7402801347,Irelia,Janna,Jinx,Talon,Zoe,Gangplank,Karma,LeeSin,Mordekaiser,Xayah,0
EUW1_7402801606,Ekko,Gnar,Milio,Sivir,Zoe,Braum,Garen,Kaisa,Lillia,Warwick,0
EUW1_7402807944,Amumu,Lucian,Lux,Shen,Sona,Braum,Jayce,MissFortune,Swain,Viego,1
EUW1_7402852176,Ashe,Gangplank,Ornn,Pantheon,Varus,Belveth,Kaisa,Neeko,Volibear,Zed,1
EUW1_7402857055,Hwei,Kayn,Leona,MissFortune,Shen,Ekko,Janna,Lux,Tristana,Trundle,1
EUW1_7402873266,Ahri,Darius,Ekko,Lucian,Milio,Akshan,Malzahar,MasterYi,Pantheon,Samira,1
EUW1_7402878705,Aurora,Brand,Garen,Kaisa,Kayn,Lucian,Mel,Naafiri,Ornn,Yuumi,0
EUW1_7402909515,Bard,Mel,MissFortune,Yone,Zed,Akali,Alistar,Singed,Swain,Viego,1
EUW1_7402922840,Ekko,Fizz,Janna,Renekton,Varus,Alistar,Ambessa,Karthus,Lucian,Malzahar,1
EUW1_7402967954,Ekko,Jhin,Shen,Yone,Yuumi,Galio,Irelia,Kaisa,Neeko,Nocturne,0
EUW1_7402993778,Aatrox,Ekko,Senna,Zoe,Zyra,Ashe,Evelynn,Leona,Syndra,Vayne,1
EUW1_7403021138,Aatrox,Ekko,Mel,Senna,Seraphine,Jhin,KogMaw,Lulu,Rengar,Sett,1
EUW1_7403078212,Ashe,Fizz,Seraphine,Tristana,Zyra,Brand,Gnar,Khazix,Nautilus,Thresh,0
EUW1_7403221523,JarvanIV,Jinx,Sett,Syndra,Vex,Ekko,Garen,MissFortune,Nautilus,Nocturne,1
EUW1_7403236370,Aatrox,Ahri,Ekko,Milio,Varus,Bard,Caitlyn,Elise,Fiora,Zoe,0
EUW1_7403246907,Amumu,Brand,JarvanIV,Mordekaiser,Varus,Azir,Braum,Jhin,Poppy,Renekton,1
EUW1_7403266210,Jinx,Kayn,Leblanc,Morgana,Ornn,Ekko,Irelia,Kaisa,Karma,Urgot,0
EUW1_7403288463,Ahri,Caitlyn,Kayle,Khazix,Nami,Mel,Naafiri,Nidalee,Rell,Sett,0
EUW1_7403298361,Ekko,Olaf,Poppy,Sylas,Varus,Braum,Ezreal,Singed,Taliyah,TwistedFate,1
EUW1_7403318118,Ahri,Caitlyn,JarvanIV,Lux,Sett,DrMundo,Sivir,Teemo,Veigar,Volibear,1
EUW1_7403340052,Ekko,Kaisa,Malphite,Naafiri,Nami,Ezreal,Kassadin,LeeSin,Milio,Volibear,0
EUW1_7403359862,Annie,MonkeyKing,Morgana,Nilah,Tryndamere,JarvanIV,Neeko,Taliyah,Vladimir,Xayah,1
EUW1_7403378245,Aurora,Draven,KSante,Nautilus,Talon,Kayn,Neeko,Varus,Yone,Zoe,0
EUW1_7403493836,Aurora,Ezreal,Jayce,Mel,Sejuani,Braum,Ekko,Jinx,Sylas,Yone,1
EUW1_7403518970,Ekko,Galio,Lucian,Pyke,Sion,Caitlyn,Lillia,Lux,Shen,Yone,0
EUW1_7403559256,Azir,Blitzcrank,Ivern,Sett,Smolder,DrMundo,Lux,Taric,Twitch,Zac,0
EUW1_7403685827,Braum,Fizz,Neeko,Orianna,TwistedFate,Annie,JarvanIV,Kindred,Shen,Twitch,0
EUW1_7403711467,Ambessa,Lissandra,Senna,Talon,Xayah,Evelynn,MissFortune,Rell,Renekton,Zed,0
EUW1_7403741640,Ekko,Jinx,Leblanc,Lulu,Malphite,Caitlyn,DrMundo,Kindred,Talon,Yuumi,0
EUW1_7403753755,Aatrox,Kaisa,Karthus,Senna,Zed,Corki,DrMundo,Ekko,Pyke,Riven,1
EUW1_7403777167,Caitlyn,Ekko,Lux,Nami,Sejuani,Mel,Riven,Smolder,TahmKench,Volibear,1
EUW1_7403810635,Ashe,Elise,Karma,TahmKench,Tristana,Ahri,MissFortune,Nautilus,Sion,Talon,0
EUW1_7403835714,DrMundo,Kalista,Katarina,Kayn,Neeko,Ekko,Lucian,Nami,Pantheon,Taliyah,1
EUW1_7403847940,Braum,Kaisa,Pantheon,Smolder,Sylas,Jax,Lucian,Nami,Viego,Xerath,0
EUW1_7403892239,Ezreal,FiddleSticks,Jax,KSante,Rakan,Braum,MissFortune,Sion,Vayne,Zed,1
EUW1_7403940907,Camille,Kaisa,Kennen,Nami,Volibear,Ekko,Lucian,Urgot,Varus,Velkoz,1
EUW1_7403946083,Kayle,Neeko,Sylas,Talon,Varus,Blitzcrank,Galio,Gangplank,Kaisa,Udyr,1
EUW1_7403982799,Bard,Camille,Kennen,Varus,Volibear,Akali,Alistar,Ekko,Senna,Sett,1
EUW1_7404004365,Diana,Elise,Urgot,Vayne,Velkoz,Gwen,Karma,Katarina,Lucian,Nasus,1
EUW1_7404006018,Jax,Malzahar,Rakan,Talon,Xayah,Alistar,Aphelios,Gragas,Lux,Volibear,0
EUW1_7404054539,Azir,MissFortune,Rell,Rengar,Sion,Braum,DrMundo,Ekko,Lucian,Riven,0
EUW1_7404055757,Annie,Elise,Jhin,TahmKench,Zyra,Alistar,Belveth,Katarina,Ryze,Samira,0
EUW1_7404089247,Gangplank,Jinx,Ryze,Thresh,Viego,Hecarim,Lucian,Nami,Sion,Viktor,1
EUW1_7404110420,Jax,Lucian,Milio,Riven,Talon,Ashe,Elise,Jhin,Olaf,Zed,1
EUW1_7404158235,Ezreal,Naafiri,Nasus,Viktor,Yuumi,Amumu,Belveth,Caitlyn,MonkeyKing,Sona,1
EUW1_7404178332,Darius,Ezreal,Katarina,Milio,Nocturne,Kayn,Mel,Sett,Smolder,Yone,0
EUW1_7404192147,Mordekaiser,Pyke,Skarner,Urgot,Zeri,Gangplank,MissFortune,Nautilus,Vayne,Vladimir,0
EUW1_7404356599,Ivern,MonkeyKing,Neeko,Varus,Yasuo,Azir,Ezreal,Garen,Karma,Zed,0
EUW1_7404389500,Ezreal,JarvanIV,Malphite,Rumble,Taric,Ekko,Jinx,Karma,Vladimir,Yasuo,0
EUW1_7404417102,JarvanIV,Jayce,Jhin,Mel,Pantheon,Janna,Jinx,Khazix,Renekton,Xerath,0
EUW1_7404421234,Akali,Jhin,Viego,Vladimir,Zilean,Aatrox,Graves,Lucian,Swain,Veigar,1
EUW1_7404475959,Bard,Kaisa,Kayn,Rumble,Zed,Ashe,Camille,Janna,Syndra,Talon,1
EUW1_7404525549,Darius,Leblanc,Tristana,Yone,Yorick,Aurora,Briar,Kalista,Kindred,Leona,1
EUW1_7404542113,Annie,Darius,Pantheon,Rakan,Tristana,Azir,Camille,Jhin,Swain,Zed,0
EUW1_7404551455,Jayce,MissFortune,Neeko,Rengar,Viktor,Lucian,Malphite,Nami,Syndra,Viego,0
EUW1_7404579423,Briar,Kaisa,Pyke,Syndra,Volibear,Azir,Caitlyn,Leona,Shen,Vi,0
EUW1_7404597279,Camille,Jhin,Nautilus,Viego,Viktor,KSante,Khazix,Lucian,Nami,Zoe,0
EUW1_7404636742,Annie,Elise,Ezreal,Poppy,Yasuo,Anivia,Braum,DrMundo,JarvanIV,Kaisa,0
EUW1_7404660038,Blitzcrank,KSante,Kaisa,Riven,Sylas,Gwen,Hwei,Leona,Qiyana,Yone,0
EUW1_7404696086,Gangplank,MasterYi,Nautilus,Sylas,Zeri,Gwen,Jhin,Rell,Talon,Veigar,0
EUW1_7404700383,Camille,Ezreal,Leona,Pantheon,Taliyah,Diana,Jinx,Poppy,Renekton,XinZhao,1
EUW1_7404709485,Braum,Khazix,Nilah,Olaf,Viktor,Akali,Lucian,Nami,Nasus,Sejuani,1
EUW1_7404719442,Gangplank,Jinx,Mordekaiser,Nami,Vi,Fizz,Rengar,Xerath,Zac,Zeri,1
EUW1_7404744987,Ashe,JarvanIV,Leblanc,Singed,Thresh,Corki,MasterYi,MonkeyKing,Seraphine,Taliyah,1
EUW1_7404746051,Elise,Gangplank,Pantheon,Vladimir,Xayah,Ahri,Fiora,MissFortune,Rakan,Rengar,0
EUW1_7404773147,Brand,Gangplank,Kaisa,Mordekaiser,Nocturne,Ahri,Diana,MissFortune,Sion,Thresh,0
EUW1_7404822699,Gragas,Leblanc,Senna,Shen,Sivir,Ahri,Bard,Jinx,Sion,Udyr,1
EUW1_7404895155,Ezreal,Khazix,Rell,Sylas,Yorick,Corki,Nautilus,Rumble,Senna,XinZhao,1
EUW1_7404932983,Ahri,Caitlyn,MissFortune,Rammus,Renekton,Akali,TahmKench,Talon,Tristana,Viego,0
EUW1_7404951511,Amumu,Kled,Rell,Samira,Sylas,Darius,JarvanIV,Katarina,Lulu,Vayne,0
EUW1_7404978652,Ahri,Gwen,Nilah,Senna,Shaco,Alistar,AurelionSol,Jax,Naafiri,Swain,1
EUW1_7404991429,Diana,Jinx,Kassadin,Milio,Trundle,Braum,Gragas,JarvanIV,Smolder,Xayah,0
EUW1_7405052885,Ashe,JarvanIV,Kayle,Velkoz,Zed,Aphelios,FiddleSticks,Qiyana,Rakan,Zoe,1
EUW1_7405098967,Nautilus,Nidalee,Riven,Seraphine,Sion,Caitlyn,Ekko,Irelia,Rell,Yasuo,0
EUW1_7405121726,Akali,JarvanIV,Jinx,Lux,Teemo,Alistar,Heimerdinger,KogMaw,Malphite,Zeri,0
EUW1_7405146088,Ekko,Irelia,Karma,Tristana,Varus,Fiora,Hwei,Jhin,Neeko,Shaco,1
EUW1_7405294062,Amumu,Diana,Rengar,Xayah,Yasuo,Milio,Riven,Sylas,Talon,Varus,0
EUW1_7405331174,Fiora,Lucian,Syndra,Taliyah,Yuumi,Kaisa,Leona,Shen,Xerath,Zed,0
EUW1_7405353989,Akali,Karma,MissFortune,Vladimir,Zed,Elise,Shen,Varus,Viego,Yone,0
EUW1_7405367185,Corki,Karthus,Lulu,Sett,Tristana,Janna,Kayn,Varus,Vladimir,Volibear,0
EUW1_7405444554,Diana,Jax,Leona,Lucian,XinZhao,Azir,Garen,Mel,Olaf,Tristana,1
EUW1_7405458992,Akali,KSante,Lucian,Nami,Talon,Ambessa,Blitzcrank,Draven,Syndra,Viego,0
EUW1_7405485769,Aatrox,Kayn,Shen,Syndra,Varus,Jhin,Rumble,Viego,Zilean,Zoe,0
EUW1_7405500199,Alistar,Kaisa,Pantheon,Riven,Taliyah,Akali,Azir,Braum,DrMundo,Senna,1
EUW1_7405504684,Lillia,MissFortune,Neeko,Sion,Yone,Draven,Gwen,Rell,Volibear,Zilean,1
EUW1_7405516176,Azir,Jayce,Lucian,Nami,Nidalee,Aatrox,Jhin,Karma,Naafiri,Zyra,0
EUW1_7405521641,Ekko,Gragas,Karma,Senna,Sett,Ahri,Ezreal,LeeSin,Vayne,Yuumi,0
EUW1_7405526381,Darius,Ezreal,Gragas,JarvanIV,Mel,Orianna,Sejuani,Shaco,Soraka,Xayah,0
EUW1_7405543188,Aurora,Jax,Lucian,Pantheon,XinZhao,Belveth,KSante,Kayle,Thresh,Tristana,1
EUW1_7405569081,DrMundo,Jayce,Jhin,Orianna,Pantheon,Elise,Ivern,Lucian,Rumble,Tristana,0
EUW1_7405570726,Ashe,Fizz,Karma,Renekton,Sejuani,Ezreal,Galio,Gragas,Pyke,Talon,1
EUW1_7405577597,Aatrox,Lulu,Sylas,Tristana,Volibear,Hecarim,Kaisa,Nautilus,Riven,Vladimir,0
EUW1_7405591293,Caitlyn,Karma,Mordekaiser,Senna,Volibear,Hwei,Maokai,Nautilus,Samira,Trundle,1
EUW1_7405604564,Ahri,Ezreal,Jayce,Nautilus,Nunu,Lucian,Nami,Riven,Zed,Zoe,0
EUW1_7405618737,Hwei,Mordekaiser,Morgana,Naafiri,Twitch,Galio,Kaisa,Lillia,Volibear,Zed,1
EUW1_7405633370,MissFortune,Neeko,Nunu,Poppy,Xerath,JarvanIV,Jayce,Pyke,Warwick,Ziggs,0
EUW1_7405639403,Brand,Pyke,Sylas,Twitch,Zac,Ahri,Blitzcrank,Teemo,Tristana,Yorick,0
EUW1_7405709482,Gwen,Illaoi,Leblanc,Pyke,Senna,Gnar,Kayle,Lucian,Poppy,Swain,0
EUW1_7405714970,Amumu,Gwen,Jinx,Nautilus,Orianna,Kindred,Mel,MissFortune,Veigar,Yorick,0
EUW1_7405771708,Gangplank,Gnar,Kaisa,Khazix,Yuumi,Jhin,Renekton,Smolder,Volibear,Zilean,0
EUW1_7405838083,Galio,Gragas,Soraka,Varus,Zed,Rakan,TwistedFate,Viego,Xayah,Yorick,1
EUW1_7405848987,Belveth,Fizz,Illaoi,Senna,Twitch,Lulu,Lux,Nasus,Vayne,Viego,0
EUW1_7405885957,Ezreal,Garen,JarvanIV,Vex,Xerath,Mel,Mordekaiser,Pantheon,Renata,Smolder,0
EUW1_7405894419,FiddleSticks,Jax,Kaisa,Renata,Yone,Mel,MissFortune,Rammus,Senna,Sion,0
EUW1_7405898514,Ezreal,Fizz,Illaoi,Karma,Shaco,Diana,Jax,Jhin,Malphite,Xerath,1
EUW1_7405900469,Garen,JarvanIV,Kaisa,Shaco,Yone,Amumu,Mel,Rell,Sivir,Teemo,0
EUW1_7405940072,Akali,Braum,Gwen,Varus,Viego,Evelynn,Kennen,MissFortune,Rell,Tristana,1
EUW1_7405943728,Ezreal,Galio,Jhin,Trundle,Zyra,Kaisa,Malphite,Rakan,Shaco,Tryndamere,1
EUW1_7405960342,Galio,Kayn,Sett,Soraka,Swain,Malzahar,Smolder,Vayne,XinZhao,Yuumi,0
EUW1_7405965123,Corki,Ekko,Olaf,Senna,Shaco,Katarina,Malphite,Sylas,Vayne,Warwick,0
EUW1_7405996811,Camille,Kindred,Taric,Tristana,Vex,Darius,LeeSin,Talon,Veigar,Ziggs,0
EUW1_7406010774,Jax,Leona,MissFortune,Sylas,Zed,Ahri,Kalista,Kennen,Renata,Viego,0
EUW1_7406021842,Camille,LeeSin,Smolder,Thresh,Xerath,Diana,Ezreal,Jayce,Morgana,Yasuo,0
EUW1_7406023222,Jinx,Pyke,Tryndamere,Volibear,Yasuo,Blitzcrank,Darius,Ekko,Jhin,Shaco,0
EUW1_7406083295,Alistar,Azir,Jhin,Talon,Vladimir,Jinx,LeeSin,Shen,Sylas,Thresh,0
EUW1_7406103590,Ahri,Amumu,Ezreal,Sion,Thresh,Fiora,JarvanIV,Lux,Teemo,Xayah,1
EUW1_7406116403,Gwen,Jhin,KSante,Leblanc,Lux,Ekko,Pyke,Shaco,Vayne,Veigar,0
EUW1_7406193047,Nami,Olaf,Varus,Viktor,Zed,Darius,Karthus,Lucian,Shen,Tristana,1
EUW1_7406210736,Ambessa,Caitlyn,Ekko,Lulu,Viktor,JarvanIV,KogMaw,Lux,Malzahar,Riven,1
EUW1_7406320469,Camille,Lux,Varus,Volibear,Zyra,Ekko,Ornn,Shaco,Twitch,Yuumi,1
EUW1_7406338240,Darius,Ivern,JarvanIV,Lux,Malzahar,Jhin,Neeko,Quinn,Shaco,Yasuo,1
EUW1_7406358983,Ashe,Darius,JarvanIV,Seraphine,Vayne,Belveth,Heimerdinger,Jinx,Morgana,Yasuo,0
EUW1_7406372414,Brand,Karma,Leblanc,Mel,Sona,Jax,Kled,KogMaw,Milio,Poppy,1
EUW1_7406479916,Ahri,Lucian,Nami,Shen,Zed,Galio,Kindred,Nautilus,Riven,Senna,1
EUW1_7406486328,Ezreal,Hecarim,Karma,Neeko,Riven,Elise,Jhin,Renekton,Ryze,Viego,1
EUW1_7406513094,Ahri,Ambessa,Kaisa,Rakan,Viego,Ekko,Elise,Lucian,Renekton,Soraka,0
EUW1_7406514863,Gnar,Janna,MissFortune,Syndra,Zed,Corki,Karthus,Lucian,Nami,Sion,1
EUW1_7406535658,Braum,Cassiopeia,Lucian,Vayne,Viego,Ekko,Elise,Ezreal,Jayce,Malphite,0
EUW1_7406536256,KSante,Karthus,Nautilus,Nilah,Vex,Alistar,Gwen,Kaisa,Rengar,Yasuo,1
EUW1_7406551144,Gangplank,Jinx,Lissandra,Seraphine,Viego,Katarina,Teemo,Warwick,Yuumi,Zeri,1
EUW1_7406552310,Darius,Lulu,Senna,Syndra,Viego,Corki,Karthus,Nautilus,Shen,Zeri,0
EUW1_7406555450,Kaisa,Nautilus,Veigar,Viego,Warwick,Ezreal,Nunu,Urgot,Vladimir,Zoe,1
EUW1_7406577971,Leblanc,Neeko,Rumble,Senna,XinZhao,Akali,Alistar,Corki,Karthus,Smolder,0
EUW1_7406586011,Akshan,Elise,Shen,Sona,Tristana,Kaisa,Kayle,Mordekaiser,Rakan,Zed,0
EUW1_7406599090,Jax,Karthus,Nami,Tristana,Varus,Blitzcrank,Jhin,LeeSin,Riven,Zoe,0
EUW1_7406604583,Darius,Ekko,Milio,Twitch,Zoe,Braum,Fiora,Jinx,Katarina,MonkeyKing,0
EUW1_7406604792,Gangplank,Mel,Rell,Varus,Viego,Alistar,Kennen,MissFortune,Pantheon,Ryze,0
EUW1_7406619939,AurelionSol,Karthus,Lucian,Nami,Sett,Katarina,Lux,Pantheon,Senna,Vladimir,1
EUW1_7406632092,Akali,Belveth,Lucian,Sona,Sylas,Ashe,Ornn,Shen,Smolder,Taliyah,1
EUW1_7406652993,Corki,Heimerdinger,MonkeyKing,Pyke,Ryze,Braum,Leblanc,Udyr,Varus,Vladimir,0
EUW1_7406669180,Alistar,Orianna,Pantheon,Sion,Varus,Akali,Camille,Mel,Nautilus,Zed,1
EUW1_7406696473,Ekko,Jayce,Poppy,Taliyah,Twitch,Mel,Naafiri,Neeko,Tristana,Vayne,1
EUW1_7406697379,Ashe,Braum,Gragas,Kindred,Shen,Aphelios,Blitzcrank,Kennen,Sylas,Viego,0
EUW1_7406731507,MasterYi,Renata,Riven,Taliyah,Varus,Jax,Kayle,Lucian,Nautilus,Viego,0
EUW1_7406741912,Aphelios,FiddleSticks,Galio,Leona,Zed,Blitzcrank,Darius,Lillia,Shen,Xayah,1
EUW1_7406771452,Brand,Braum,Kaisa,Lucian,Shen,Akali,Garen,MissFortune,Nautilus,Skarner,0
EUW1_7406781726,Ekko,Malphite,Morgana,Smolder,Yone,Draven,Malzahar,Olaf,Thresh,Warwick,1
EUW1_7406789161,Ekko,Lucian,Ornn,Pantheon,Yone,Corki,Karthus,Leblanc,Malphite,Nami,1
EUW1_7406818742,Elise,Leona,Mel,Nilah,Renekton,Ahri,Lucian,Nami,Rumble,XinZhao,0
EUW1_7406820001,Azir,Jayce,Kaisa,Poppy,Talon,Jhin,Taliyah,Viego,Yorick,Zac,0
EUW1_7406842634,Belveth,Fizz,Nami,Nilah,Renekton,Lux,Nautilus,Nocturne,Xayah,Yorick,1
EUW1_7406856836,Blitzcrank,Elise,MissFortune,Ornn,Taliyah,DrMundo,Lucian,Nami,Nocturne,Nunu,1
EUW1_7406896392,Corki,Jayce,Karthus,Varus,Zac,Irelia,Ivern,Leblanc,Lucian,Nami,0
EUW1_7406899049,Ashe,Pyke,Talon,Vladimir,Warwick,DrMundo,Ekko,Fizz,Mel,Nami,0
EUW1_7406949702,Annie,Jax,Jhin,Karma,Karthus,Diana,Kaisa,Rell,Tristana,Zoe,0
EUW1_7406972671,Jhin,Karma,Malphite,Viego,Yasuo,DrMundo,Ekko,Fizz,MissFortune,Zyra,1
EUW1_7406984382,Corki,Karthus,Rell,Riven,Zoe,AurelionSol,Gangplank,Naafiri,Senna,Vladimir,0
